Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FCSCMS-463,Chrome 100.0.4896.127,User should be able to create new user account (Negative),,2022-04-26 20:25:43,2022-04-26 20:29:09,3m - 25.226s,PASSED
,,,,,,,
Test Cases/Log-in/Log-in- 1,Chrome 100.0.4896.127,Log-in,,2022-04-26 20:25:44,2022-04-26 20:25:58,14.151s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-04-26 20:25:45,2022-04-26 20:25:50,4.988s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 100.0.4896.127,,,2022-04-26 20:25:50,2022-04-26 20:25:52,2.344s,PASSED
maximizeWindow(),Chrome 100.0.4896.127,,,2022-04-26 20:25:52,2022-04-26 20:25:53,0.274s,PASSED
delay(2),Chrome 100.0.4896.127,,,2022-04-26 20:25:53,2022-04-26 20:25:55,2.071s,PASSED
"setText(findTestObject(""001-Log-in/Username field""), ""admin"")",Chrome 100.0.4896.127,,,2022-04-26 20:25:55,2022-04-26 20:25:56,1.714s,PASSED
"setText(findTestObject(""001-Log-in/Password field""), ""admin"")",Chrome 100.0.4896.127,,,2022-04-26 20:25:56,2022-04-26 20:25:57,1.153s,PASSED
"click(findTestObject(""001-Log-in/Log-in button""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-04-26 20:25:57,2022-04-26 20:25:58,0.620s,PASSED
,,,,,,,
Test Cases/Sprint 3/FCSCMS-65/FCSCMS-463,Chrome 100.0.4896.127,User should be able to create new user account (Negative),,2022-04-26 20:25:58,2022-04-26 20:29:09,3m - 10.422s,PASSED
"click(findTestObject(""Sprint 3/FCSCMS-65/FCSCMS-463/User Account Management""))",Chrome 100.0.4896.127,,,2022-04-26 20:25:59,2022-04-26 20:26:06,6.826s,PASSED
"click(findTestObject(""Sprint 3/FCSCMS-58/FCSCMS-410/Add New User""))",Chrome 100.0.4896.127,,,2022-04-26 20:26:06,2022-04-26 20:26:37,30.715s,PASSED
"click(findTestObject(""Sprint 3/FCSCMS-65/FCSCMS-463/Create User_Save""))",Chrome 100.0.4896.127,,,2022-04-26 20:26:37,2022-04-26 20:27:07,30.474s,PASSED
"click(findTestObject(""Sprint 3/FCSCMS-65/FCSCMS-463/Create_User_Confirmation_Yes""))",Chrome 100.0.4896.127,,,2022-04-26 20:27:07,2022-04-26 20:27:38,30.342s,PASSED
"verifyElementVisible(findTestObject(""Sprint 3/FCSCMS-65/FCSCMS-463/Highlight requires input error message""))",Chrome 100.0.4896.127,,,2022-04-26 20:27:38,2022-04-26 20:28:08,30.360s,PASSED
"verifyElementVisible(findTestObject(""Sprint 3/FCSCMS-65/FCSCMS-463/User login Name field flag""))",Chrome 100.0.4896.127,,,2022-04-26 20:28:08,2022-04-26 20:28:38,30.271s,PASSED
"verifyElementVisible(findTestObject(""Sprint 3/FCSCMS-65/FCSCMS-463/Email field flag""))",Chrome 100.0.4896.127,,,2022-04-26 20:28:38,2022-04-26 20:29:09,30.228s,PASSED
