Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FCSCMS-411-a,Chrome 100.0.4896.127,,,2022-04-25 17:46:15,2022-04-25 17:49:38,3m - 23.098s,FAILED
,,,,,,,
Test Cases/Log-in/Log-in- 1,Chrome 100.0.4896.127,Log-in,,2022-04-25 17:46:15,2022-04-25 17:46:30,15.041s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-04-25 17:46:16,2022-04-25 17:46:21,4.496s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 100.0.4896.127,,,2022-04-25 17:46:21,2022-04-25 17:46:24,3.042s,PASSED
maximizeWindow(),Chrome 100.0.4896.127,,,2022-04-25 17:46:24,2022-04-25 17:46:24,0.251s,PASSED
delay(2),Chrome 100.0.4896.127,,,2022-04-25 17:46:24,2022-04-25 17:46:26,2.089s,PASSED
"setText(findTestObject(""Log-in/Username field""), ""admin"")",Chrome 100.0.4896.127,,,2022-04-25 17:46:26,2022-04-25 17:46:29,2.560s,PASSED
"setText(findTestObject(""Log-in/Password field""), ""admin"")",Chrome 100.0.4896.127,,,2022-04-25 17:46:29,2022-04-25 17:46:30,1.056s,PASSED
"click(findTestObject(""Log-in/Log-in button""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-04-25 17:46:30,2022-04-25 17:46:30,0.638s,PASSED
,,,,,,,
Test Cases/Sprint 3/FCSCMS-59/FCSCMS-411a,Chrome 100.0.4896.127,,,2022-04-25 17:46:31,2022-04-25 17:49:38,3m - 7.410s,FAILED
"click(findTestObject(""Sprint 3/FCSCMS-59/FCSCMS-411/User Account Management""))",Chrome 100.0.4896.127,,,2022-04-25 17:46:31,2022-04-25 17:47:06,34.732s,PASSED
"verifyElementVisible(findTestObject(""Sprint 3/FCSCMS-59/FCSCMS-411/Table Header_Locked icon""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-04-25 17:47:06,2022-04-25 17:47:37,30.383s,PASSED
"verifyElementVisible(findTestObject(""Sprint 3/FCSCMS-59/FCSCMS-411/Table Header_Mobile""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-04-25 17:47:37,2022-04-25 17:48:07,30.243s,PASSED
"verifyElementVisible(findTestObject(""Sprint 3/FCSCMS-59/FCSCMS-411/Table Header_Password Change Date""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-04-25 17:48:07,2022-04-25 17:48:37,30.248s,PASSED
"verifyElementVisible(findTestObject(""Sprint 3/FCSCMS-59/FCSCMS-411/Table Header_Phone""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-04-25 17:48:37,2022-04-25 17:49:07,30.252s,PASSED
"verifyElementVisible(findTestObject(""Sprint 3/FCSCMS-59/FCSCMS-411/Table Header_Privilege Group""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-04-25 17:49:07,2022-04-25 17:49:38,30.600s,FAILED
