Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"FCSCMS-124(User, Role and Access Management- Deactivate User)",Chrome 100.0.4896.127,,,2022-05-03 13:21:54,2022-05-03 13:26:31,4m - 37.025s,PASSED
,,,,,,,
Test Cases/Log-in/Log-in- 1,Chrome 100.0.4896.127,Log-in,,2022-05-03 13:21:55,2022-05-03 13:22:08,12.817s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-05-03 13:21:56,2022-05-03 13:22:00,4.196s,PASSED
"navigateToUrl(""https://nexterus-dev.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 100.0.4896.127,,,2022-05-03 13:22:00,2022-05-03 13:22:02,2.346s,PASSED
maximizeWindow(),Chrome 100.0.4896.127,,,2022-05-03 13:22:02,2022-05-03 13:22:02,0.263s,PASSED
delay(1),Chrome 100.0.4896.127,,,2022-05-03 13:22:02,2022-05-03 13:22:04,1.104s,PASSED
"setText(findTestObject(""001-Log-in/Username field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 13:22:04,2022-05-03 13:22:06,2.198s,PASSED
"setText(findTestObject(""001-Log-in/Password field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 13:22:06,2022-05-03 13:22:07,1.097s,PASSED
"click(findTestObject(""001-Log-in/Log-in button""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-05-03 13:22:07,2022-05-03 13:22:08,0.689s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-124/FCSCMS-487(Admin user is able to log in using valid credentials),Chrome 100.0.4896.127,,,2022-05-03 13:22:08,2022-05-03 13:22:20,12.014s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-05-03 13:22:09,2022-05-03 13:22:11,2.698s,PASSED
"navigateToUrl(""https://nexterus-dev.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 100.0.4896.127,,,2022-05-03 13:22:11,2022-05-03 13:22:14,2.365s,PASSED
maximizeWindow(),Chrome 100.0.4896.127,,,2022-05-03 13:22:14,2022-05-03 13:22:14,0.213s,PASSED
delay(1),Chrome 100.0.4896.127,,,2022-05-03 13:22:14,2022-05-03 13:22:15,1.012s,PASSED
"setText(findTestObject(""001-Log-in/Username field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 13:22:15,2022-05-03 13:22:18,3.132s,PASSED
"setText(findTestObject(""001-Log-in/Password field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 13:22:18,2022-05-03 13:22:19,0.959s,PASSED
"click(findTestObject(""001-Log-in/Log-in button""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-05-03 13:22:19,2022-05-03 13:22:20,0.564s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-124/FCSCMS-488(User is able to click User and Account Management option from the left navigation panel),Chrome 100.0.4896.127,,,2022-05-03 13:22:20,2022-05-03 13:22:57,37.151s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-122/User Account Management""))",Chrome 100.0.4896.127,,,2022-05-03 13:22:20,2022-05-03 13:22:57,36.286s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-124/FCSCMS-490(Admin user is able to click deactivate button),Chrome 100.0.4896.127,,,2022-05-03 13:22:57,2022-05-03 13:23:58,1m - 1.452s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-124/Deactivate(fet automation)""))",Chrome 100.0.4896.127,,,2022-05-03 13:22:58,2022-05-03 13:23:28,30.417s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 4/FCSCMS-124/Deactivate_Confirmation message""))",Chrome 100.0.4896.127,,,2022-05-03 13:23:28,2022-05-03 13:23:58,30.294s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-124/FCSCMS-491(Admin user is able to cancel deactivation process),Chrome 100.0.4896.127,,,2022-05-03 13:23:58,2022-05-03 13:24:59,1m - 1.205s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-124/Deactivate_No""))",Chrome 100.0.4896.127,,,2022-05-03 13:23:59,2022-05-03 13:24:29,30.262s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 4/FCSCMS-124/Verification_Active""))",Chrome 100.0.4896.127,,,2022-05-03 13:24:29,2022-05-03 13:24:59,30.313s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-124/FCSCMS-492(Admin user is able to Deactivate user status),Chrome 100.0.4896.127,,,2022-05-03 13:24:59,2022-05-03 13:26:31,1m - 31.706s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-124/Deactivate(fet automation)""))",Chrome 100.0.4896.127,,,2022-05-03 13:25:00,2022-05-03 13:25:30,30.314s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-124/Deactivate_Yes""))",Chrome 100.0.4896.127,,,2022-05-03 13:25:30,2022-05-03 13:26:01,30.327s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 4/FCSCMS-124/Verification_Inactive""))",Chrome 100.0.4896.127,,,2022-05-03 13:26:01,2022-05-03 13:26:31,30.345s,PASSED
