Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"FCSCMS-123(User, Role and Access Management-Activate User)",Chrome 100.0.4896.127,,,2022-05-02 16:11:03,2022-05-02 16:14:54,3m - 51.689s,FAILED
,,,,,,,
Test Cases/Log-in/Log-in- 1,Chrome 100.0.4896.127,Log-in,,2022-05-02 16:11:04,2022-05-02 16:11:17,13.667s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-05-02 16:11:04,2022-05-02 16:11:09,5.022s,PASSED
"navigateToUrl(""https://nexterus-dev.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 100.0.4896.127,,,2022-05-02 16:11:09,2022-05-02 16:11:12,2.291s,PASSED
maximizeWindow(),Chrome 100.0.4896.127,,,2022-05-02 16:11:12,2022-05-02 16:11:12,0.255s,PASSED
delay(1),Chrome 100.0.4896.127,,,2022-05-02 16:11:12,2022-05-02 16:11:13,1.139s,PASSED
"setText(findTestObject(""001-Log-in/Username field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-02 16:11:13,2022-05-02 16:11:16,2.446s,PASSED
"setText(findTestObject(""001-Log-in/Password field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-02 16:11:16,2022-05-02 16:11:17,0.991s,PASSED
"click(findTestObject(""001-Log-in/Log-in button""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-05-02 16:11:17,2022-05-02 16:11:17,0.599s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-123/FCSCMS-484(Admin user is able to click activate button),Chrome 100.0.4896.127,,,2022-05-02 16:11:17,2022-05-02 16:12:52,1m - 34.675s,FAILED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-123/User Account Management""))",Chrome 100.0.4896.127,,,2022-05-02 16:11:18,2022-05-02 16:11:51,33.012s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-123/Activate button(fet automation)""))",Chrome 100.0.4896.127,,,2022-05-02 16:11:51,2022-05-02 16:12:52,1m - 0.501s,FAILED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-123/FCSCMS-485(Admin user is able to cancel activation process),Chrome 100.0.4896.127,,,2022-05-02 16:12:52,2022-05-02 16:13:53,1m - 1.346s,FAILED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-123/Activate_No(fet automation)""))",Chrome 100.0.4896.127,,,2022-05-02 16:12:53,2022-05-02 16:13:53,1m - 0.450s,FAILED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-123/FCSCMS-486(Admin user is able to Activate user),Chrome 100.0.4896.127,,,2022-05-02 16:13:53,2022-05-02 16:14:54,1m - 1.127s,FAILED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-123/Activate button(fet automation)""))",Chrome 100.0.4896.127,,,2022-05-02 16:13:54,2022-05-02 16:14:54,1m - 0.492s,FAILED
