Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"FCSCMS-125(User, Role and Access Management- Unlock User)",Chrome 100.0.4896.127,,,2022-05-03 16:24:48,2022-05-03 16:29:34,4m - 46.394s,FAILED
,,,,,,,
Test Cases/Log-in/Log-in- 1,Chrome 100.0.4896.127,Log-in,,2022-05-03 16:24:48,2022-05-03 16:25:02,13.958s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-05-03 16:24:49,2022-05-03 16:24:54,4.232s,PASSED
"navigateToUrl(""https://nexterus-dev.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 100.0.4896.127,,,2022-05-03 16:24:54,2022-05-03 16:24:56,2.344s,PASSED
maximizeWindow(),Chrome 100.0.4896.127,,,2022-05-03 16:24:56,2022-05-03 16:24:56,0.246s,PASSED
delay(1),Chrome 100.0.4896.127,,,2022-05-03 16:24:56,2022-05-03 16:24:57,1.086s,PASSED
"setText(findTestObject(""001-Log-in/Username field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 16:24:57,2022-05-03 16:25:00,3.180s,PASSED
"setText(findTestObject(""001-Log-in/Password field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 16:25:00,2022-05-03 16:25:02,1.082s,PASSED
"click(findTestObject(""001-Log-in/Log-in button""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-05-03 16:25:02,2022-05-03 16:25:02,0.717s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-134/FCSCMS-617(Admin user is able to log in using valid credentials),Chrome 100.0.4896.127,,,2022-05-03 16:25:02,2022-05-03 16:25:15,13.047s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-05-03 16:25:04,2022-05-03 16:25:07,3.062s,PASSED
"navigateToUrl(""https://nexterus-dev.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 100.0.4896.127,,,2022-05-03 16:25:07,2022-05-03 16:25:09,2.237s,PASSED
maximizeWindow(),Chrome 100.0.4896.127,,,2022-05-03 16:25:09,2022-05-03 16:25:09,0.224s,PASSED
delay(1),Chrome 100.0.4896.127,,,2022-05-03 16:25:09,2022-05-03 16:25:10,1.007s,PASSED
"setText(findTestObject(""001-Log-in/Username field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 16:25:10,2022-05-03 16:25:14,3.355s,PASSED
"setText(findTestObject(""001-Log-in/Password field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 16:25:14,2022-05-03 16:25:15,0.988s,PASSED
"click(findTestObject(""001-Log-in/Log-in button""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-05-03 16:25:15,2022-05-03 16:25:15,0.601s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-134/FCSCMS-618(User is able to click User and Account Management option from the left navigation panel),Chrome 100.0.4896.127,,,2022-05-03 16:25:15,2022-05-03 16:25:25,9.337s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-122/User Account Management""))",Chrome 100.0.4896.127,,,2022-05-03 16:25:16,2022-05-03 16:25:25,8.307s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-134/FCSCMS-619(Admin user is able to click Edit button),Chrome 100.0.4896.127,,,2022-05-03 16:25:25,2022-05-03 16:25:56,31.645s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-123/Edit button_ANONYMOUS USER""))",Chrome 100.0.4896.127,,,2022-05-03 16:25:26,2022-05-03 16:25:56,30.448s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-134/FCSCMS-620(Admin user is able to click Lock checkbox button in Edit page),Chrome 100.0.4896.127,,,2022-05-03 16:25:56,2022-05-03 16:27:28,1m - 31.825s,FAILED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-134/User Access Checkbox""))",Chrome 100.0.4896.127,,,2022-05-03 16:25:57,2022-05-03 16:26:27,30.302s,PASSED
"verifyElementText(findTestObject(""Admin/Sprint 4/FCSCMS-134/User Access_Lock_Confirmation message""), ""If you lock the user, they will lose their access to the system, do you want to continue?"")",Chrome 100.0.4896.127,,,2022-05-03 16:26:27,2022-05-03 16:27:28,1m - 0.702s,FAILED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-134/FCSCMS-621(Admin is able to cancel the process),Chrome 100.0.4896.127,,,2022-05-03 16:27:28,2022-05-03 16:28:30,1m - 1.456s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-134/Lock_No""))",Chrome 100.0.4896.127,,,2022-05-03 16:27:29,2022-05-03 16:27:59,30.282s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 4/FCSCMS-134/Verification_User Status_Unlocked""))",Chrome 100.0.4896.127,,,2022-05-03 16:27:59,2022-05-03 16:28:30,30.346s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-134/FCSCMS-622(Admin is able to lock a User),Chrome 100.0.4896.127,,,2022-05-03 16:28:30,2022-05-03 16:29:34,1m - 4.236s,FAILED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-134/Locked icon""))",Chrome 100.0.4896.127,,,2022-05-03 16:28:30,2022-05-03 16:29:34,1m - 3.560s,FAILED
