Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"FCSCMS-124(User, Role and Access Management- Deactivate User)",Chrome 100.0.4896.127,,,2022-05-02 20:48:36,2022-05-02 20:56:45,8m - 9.379s,FAILED
,,,,,,,
Test Cases/Log-in/Log-in- 1,Chrome 100.0.4896.127,Log-in,,2022-05-02 20:48:36,2022-05-02 20:48:50,13.672s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-05-02 20:48:37,2022-05-02 20:48:42,4.578s,PASSED
"navigateToUrl(""https://nexterus-dev.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 100.0.4896.127,,,2022-05-02 20:48:42,2022-05-02 20:48:44,2.338s,PASSED
maximizeWindow(),Chrome 100.0.4896.127,,,2022-05-02 20:48:44,2022-05-02 20:48:45,0.236s,PASSED
delay(1),Chrome 100.0.4896.127,,,2022-05-02 20:48:45,2022-05-02 20:48:46,1.100s,PASSED
"setText(findTestObject(""001-Log-in/Username field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-02 20:48:46,2022-05-02 20:48:48,2.774s,PASSED
"setText(findTestObject(""001-Log-in/Password field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-02 20:48:48,2022-05-02 20:48:50,1.119s,PASSED
"click(findTestObject(""001-Log-in/Log-in button""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-05-02 20:48:50,2022-05-02 20:48:50,0.615s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-124/FCSCMS-487(Admin user is able to log in using valid credentials),Chrome 100.0.4896.127,,,2022-05-02 20:48:50,2022-05-02 20:49:02,11.582s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-05-02 20:48:51,2022-05-02 20:48:54,2.804s,PASSED
"navigateToUrl(""https://nexterus-dev.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 100.0.4896.127,,,2022-05-02 20:48:54,2022-05-02 20:48:56,2.171s,PASSED
maximizeWindow(),Chrome 100.0.4896.127,,,2022-05-02 20:48:56,2022-05-02 20:48:56,0.229s,PASSED
delay(1),Chrome 100.0.4896.127,,,2022-05-02 20:48:56,2022-05-02 20:48:57,1.015s,PASSED
"setText(findTestObject(""001-Log-in/Username field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-02 20:48:57,2022-05-02 20:49:00,2.690s,PASSED
"setText(findTestObject(""001-Log-in/Password field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-02 20:49:00,2022-05-02 20:49:01,1.002s,PASSED
"click(findTestObject(""001-Log-in/Log-in button""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-05-02 20:49:01,2022-05-02 20:49:02,0.585s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-124/FCSCMS-488(User is able to click User and Account Management option from the left navigation panel),Chrome 100.0.4896.127,,,2022-05-02 20:49:02,2022-05-02 20:49:38,36.143s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-122/User Account Management""))",Chrome 100.0.4896.127,,,2022-05-02 20:49:03,2022-05-02 20:49:38,35.114s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-124/FCSCMS-489(Admin user is able to click Edit button),Chrome 100.0.4896.127,,,2022-05-02 20:49:38,2022-05-02 20:53:11,3m - 32.880s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-123/Edit button_ANONYMOUS USER""))",Chrome 100.0.4896.127,,,2022-05-02 20:49:39,2022-05-02 20:50:09,30.415s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 4/FCSCMS-123/Edit User_User Name""))",Chrome 100.0.4896.127,,,2022-05-02 20:50:09,2022-05-02 20:50:39,30.322s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 4/FCSCMS-123/Edit User_User Group""))",Chrome 100.0.4896.127,,,2022-05-02 20:50:39,2022-05-02 20:51:10,30.210s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 4/FCSCMS-123/Edit User_Mobile Number field""))",Chrome 100.0.4896.127,,,2022-05-02 20:51:10,2022-05-02 20:51:40,30.228s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 4/FCSCMS-123/Edit User_Email""))",Chrome 100.0.4896.127,,,2022-05-02 20:51:40,2022-05-02 20:52:10,30.234s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-122/Edit User_Cancel""))",Chrome 100.0.4896.127,,,2022-05-02 20:52:10,2022-05-02 20:52:40,30.334s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-122/Edit User_Cancel Edit_Yes""))",Chrome 100.0.4896.127,,,2022-05-02 20:52:40,2022-05-02 20:53:11,30.361s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-124/FCSCMS-490(Admin user is able to click deactivate button),Chrome 100.0.4896.127,,,2022-05-02 20:53:11,2022-05-02 20:54:12,1m - 1.641s,FAILED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-123/User Account Management""))",Chrome 100.0.4896.127,,,2022-05-02 20:53:12,2022-05-02 20:54:12,1m - 0.853s,FAILED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-124/FCSCMS-491(Admin user is able to cancel deactivation process),Chrome 100.0.4896.127,,,2022-05-02 20:54:12,2022-05-02 20:55:14,1m - 1.196s,FAILED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-124/Deactivate_No""))",Chrome 100.0.4896.127,,,2022-05-02 20:54:13,2022-05-02 20:55:14,1m - 0.449s,FAILED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-124/FCSCMS-492(Admin user is able to Deactivate user status),Chrome 100.0.4896.127,,,2022-05-02 20:55:14,2022-05-02 20:56:45,1m - 31.576s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-124/Deactivate(fet automation)""))",Chrome 100.0.4896.127,,,2022-05-02 20:55:14,2022-05-02 20:55:45,30.314s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-124/Deactivate_Yes""))",Chrome 100.0.4896.127,,,2022-05-02 20:55:45,2022-05-02 20:56:15,30.326s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 4/FCSCMS-124/Verification_Inactive""))",Chrome 100.0.4896.127,,,2022-05-02 20:56:15,2022-05-02 20:56:45,30.280s,PASSED
