Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"FCSCMS-125(User, Role and Access Management- Unlock User)",Chrome 100.0.4896.127,,,2022-05-03 18:05:45,2022-05-03 18:10:54,5m - 8.887s,PASSED
,,,,,,,
Test Cases/Log-in/Log-in- 1,Chrome 100.0.4896.127,Log-in,,2022-05-03 18:05:45,2022-05-03 18:05:59,13.244s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-05-03 18:05:46,2022-05-03 18:05:51,4.428s,PASSED
"navigateToUrl(""https://nexterus-dev.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 100.0.4896.127,,,2022-05-03 18:05:51,2022-05-03 18:05:53,2.453s,PASSED
maximizeWindow(),Chrome 100.0.4896.127,,,2022-05-03 18:05:53,2022-05-03 18:05:54,0.207s,PASSED
delay(1),Chrome 100.0.4896.127,,,2022-05-03 18:05:54,2022-05-03 18:05:55,1.077s,PASSED
"setText(findTestObject(""001-Log-in/Username field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 18:05:55,2022-05-03 18:05:57,2.549s,PASSED
"setText(findTestObject(""001-Log-in/Password field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 18:05:57,2022-05-03 18:05:58,0.913s,PASSED
"click(findTestObject(""001-Log-in/Log-in button""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-05-03 18:05:58,2022-05-03 18:05:59,0.668s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-134/FCSCMS-617(Admin user is able to log in using valid credentials),Chrome 100.0.4896.127,,,2022-05-03 18:05:59,2022-05-03 18:06:11,12.127s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-05-03 18:06:00,2022-05-03 18:06:03,2.970s,PASSED
"navigateToUrl(""https://nexterus-dev.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 100.0.4896.127,,,2022-05-03 18:06:03,2022-05-03 18:06:05,2.837s,PASSED
maximizeWindow(),Chrome 100.0.4896.127,,,2022-05-03 18:06:05,2022-05-03 18:06:06,0.222s,PASSED
delay(1),Chrome 100.0.4896.127,,,2022-05-03 18:06:06,2022-05-03 18:06:07,1.017s,PASSED
"setText(findTestObject(""001-Log-in/Username field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 18:06:07,2022-05-03 18:06:09,2.621s,PASSED
"setText(findTestObject(""001-Log-in/Password field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 18:06:09,2022-05-03 18:06:10,1.016s,PASSED
"click(findTestObject(""001-Log-in/Log-in button""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-05-03 18:06:10,2022-05-03 18:06:11,0.571s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-134/FCSCMS-618(User is able to click User and Account Management option from the left navigation panel),Chrome 100.0.4896.127,,,2022-05-03 18:06:11,2022-05-03 18:06:47,36.128s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-122/User Account Management""))",Chrome 100.0.4896.127,,,2022-05-03 18:06:12,2022-05-03 18:06:47,35.421s,PASSED
,,,,,,,
