Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"FCSCMS-125(User, Role and Access Management- Unlock User)",Chrome 100.0.4896.127,,,2022-05-03 16:33:39,2022-05-03 16:38:25,4m - 45.946s,FAILED
,,,,,,,
Test Cases/Log-in/Log-in- 1,Chrome 100.0.4896.127,Log-in,,2022-05-03 16:33:40,2022-05-03 16:33:53,13.185s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-05-03 16:33:40,2022-05-03 16:33:45,4.389s,PASSED
"navigateToUrl(""https://nexterus-dev.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 100.0.4896.127,,,2022-05-03 16:33:45,2022-05-03 16:33:47,2.158s,PASSED
maximizeWindow(),Chrome 100.0.4896.127,,,2022-05-03 16:33:47,2022-05-03 16:33:47,0.248s,PASSED
delay(1),Chrome 100.0.4896.127,,,2022-05-03 16:33:47,2022-05-03 16:33:48,1.129s,PASSED
"setText(findTestObject(""001-Log-in/Username field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 16:33:48,2022-05-03 16:33:51,2.605s,PASSED
"setText(findTestObject(""001-Log-in/Password field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 16:33:51,2022-05-03 16:33:52,1.065s,PASSED
"click(findTestObject(""001-Log-in/Log-in button""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-05-03 16:33:52,2022-05-03 16:33:53,0.667s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-134/FCSCMS-617(Admin user is able to log in using valid credentials),Chrome 100.0.4896.127,,,2022-05-03 16:33:53,2022-05-03 16:34:06,13.387s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-05-03 16:33:54,2022-05-03 16:33:57,2.730s,PASSED
"navigateToUrl(""https://nexterus-dev.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 100.0.4896.127,,,2022-05-03 16:33:57,2022-05-03 16:34:00,3.074s,PASSED
maximizeWindow(),Chrome 100.0.4896.127,,,2022-05-03 16:34:00,2022-05-03 16:34:00,0.234s,PASSED
delay(1),Chrome 100.0.4896.127,,,2022-05-03 16:34:00,2022-05-03 16:34:01,1.021s,PASSED
"setText(findTestObject(""001-Log-in/Username field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 16:34:01,2022-05-03 16:34:05,3.590s,PASSED
"setText(findTestObject(""001-Log-in/Password field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 16:34:05,2022-05-03 16:34:06,0.982s,PASSED
"click(findTestObject(""001-Log-in/Log-in button""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-05-03 16:34:06,2022-05-03 16:34:06,0.627s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-134/FCSCMS-618(User is able to click User and Account Management option from the left navigation panel),Chrome 100.0.4896.127,,,2022-05-03 16:34:06,2022-05-03 16:34:16,9.788s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-122/User Account Management""))",Chrome 100.0.4896.127,,,2022-05-03 16:34:07,2022-05-03 16:34:16,8.853s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-134/FCSCMS-619(Admin user is able to click Edit button),Chrome 100.0.4896.127,,,2022-05-03 16:34:16,2022-05-03 16:34:47,31.501s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-123/Edit button_ANONYMOUS USER""))",Chrome 100.0.4896.127,,,2022-05-03 16:34:17,2022-05-03 16:34:47,30.413s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-134/FCSCMS-620(Admin user is able to click Lock checkbox button in Edit page),Chrome 100.0.4896.127,,,2022-05-03 16:34:47,2022-05-03 16:36:19,1m - 31.814s,FAILED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-134/User Access Checkbox""))",Chrome 100.0.4896.127,,,2022-05-03 16:34:48,2022-05-03 16:35:19,30.329s,PASSED
"verifyElementText(findTestObject(""Admin/Sprint 4/FCSCMS-134/User Access_Lock_Confirmation message""), ""If you lock the user, they will lose their access to the system, do you want to continue?"")",Chrome 100.0.4896.127,,,2022-05-03 16:35:19,2022-05-03 16:36:19,1m - 0.743s,FAILED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-134/FCSCMS-621(Admin is able to cancel the process),Chrome 100.0.4896.127,,,2022-05-03 16:36:19,2022-05-03 16:37:21,1m - 1.274s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-134/Lock_No""))",Chrome 100.0.4896.127,,,2022-05-03 16:36:20,2022-05-03 16:36:50,30.286s,PASSED
"verifyElementVisible(findTestObject(""Admin/Sprint 4/FCSCMS-134/Verification_User Status_Unlocked""))",Chrome 100.0.4896.127,,,2022-05-03 16:36:50,2022-05-03 16:37:21,30.343s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-134/FCSCMS-622(Admin is able to lock a User),Chrome 100.0.4896.127,,,2022-05-03 16:37:21,2022-05-03 16:38:25,1m - 4.324s,FAILED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-134/Locked icon""))",Chrome 100.0.4896.127,,,2022-05-03 16:37:21,2022-05-03 16:38:25,1m - 3.673s,FAILED
