Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FCSCMS-411-a,Chrome 100.0.4896.127,,,2022-04-25 17:28:32,2022-04-25 17:31:32,3m - 0.041s,FAILED
,,,,,,,
Test Cases/Log-in/Log-in- 1,Chrome 100.0.4896.127,Log-in,,2022-04-25 17:28:32,2022-04-25 17:28:50,17.388s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-04-25 17:28:34,2022-04-25 17:28:39,5.760s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 100.0.4896.127,,,2022-04-25 17:28:39,2022-04-25 17:28:42,2.688s,PASSED
maximizeWindow(),Chrome 100.0.4896.127,,,2022-04-25 17:28:42,2022-04-25 17:28:42,0.279s,PASSED
delay(2),Chrome 100.0.4896.127,,,2022-04-25 17:28:42,2022-04-25 17:28:45,2.179s,PASSED
"setText(findTestObject(""Log-in/Username field""), ""admin"")",Chrome 100.0.4896.127,,,2022-04-25 17:28:45,2022-04-25 17:28:48,3.342s,PASSED
"setText(findTestObject(""Log-in/Password field""), ""admin"")",Chrome 100.0.4896.127,,,2022-04-25 17:28:48,2022-04-25 17:28:49,1.069s,PASSED
"click(findTestObject(""Log-in/Log-in button""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-04-25 17:28:49,2022-04-25 17:28:50,0.697s,PASSED
,,,,,,,
Test Cases/Sprint 3/FCSCMS-59/FCSCMS-411a,Chrome 100.0.4896.127,,,2022-04-25 17:28:50,2022-04-25 17:31:32,2m - 41.853s,FAILED
"click(findTestObject(""Sprint 3/FCSCMS-59/FCSCMS-411/User Account Management""))",Chrome 100.0.4896.127,,,2022-04-25 17:28:51,2022-04-25 17:28:59,8.299s,PASSED
"verifyElementVisible(findTestObject(""Sprint 3/FCSCMS-59/FCSCMS-411/Table Header_Last Login""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-04-25 17:28:59,2022-04-25 17:29:30,30.957s,PASSED
"verifyElementVisible(findTestObject(""Sprint 3/FCSCMS-59/FCSCMS-411/Table Header_Last Updated By""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-04-25 17:29:30,2022-04-25 17:30:01,30.224s,PASSED
"verifyElementVisible(findTestObject(""Sprint 3/FCSCMS-59/FCSCMS-411/Table Header_Last Updated On""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-04-25 17:30:01,2022-04-25 17:30:31,30.255s,PASSED
"verifyElementVisible(findTestObject(""Sprint 3/FCSCMS-59/FCSCMS-411/Table Header_Locked icon""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-04-25 17:30:31,2022-04-25 17:31:32,1m - 0.720s,FAILED
