Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"FCSCMS-124(User, Role and Access Management- Deactivate User)",Chrome 100.0.4896.127,,,2022-05-03 12:40:10,2022-05-03 12:47:50,7m - 39.598s,FAILED
,,,,,,,
Test Cases/Log-in/Log-in- 1,Chrome 100.0.4896.127,Log-in,,2022-05-03 12:40:11,2022-05-03 12:40:26,15.317s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-05-03 12:40:12,2022-05-03 12:40:18,6.158s,PASSED
"navigateToUrl(""https://nexterus-dev.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 100.0.4896.127,,,2022-05-03 12:40:18,2022-05-03 12:40:20,2.286s,PASSED
maximizeWindow(),Chrome 100.0.4896.127,,,2022-05-03 12:40:20,2022-05-03 12:40:20,0.249s,PASSED
delay(1),Chrome 100.0.4896.127,,,2022-05-03 12:40:20,2022-05-03 12:40:22,1.120s,PASSED
"setText(findTestObject(""001-Log-in/Username field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 12:40:22,2022-05-03 12:40:24,2.740s,PASSED
"setText(findTestObject(""001-Log-in/Password field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 12:40:24,2022-05-03 12:40:25,1.126s,PASSED
"click(findTestObject(""001-Log-in/Log-in button""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-05-03 12:40:25,2022-05-03 12:40:26,0.697s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-124/FCSCMS-487(Admin user is able to log in using valid credentials),Chrome 100.0.4896.127,,,2022-05-03 12:40:26,2022-05-03 12:40:38,11.841s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-05-03 12:40:27,2022-05-03 12:40:30,2.747s,PASSED
"navigateToUrl(""https://nexterus-dev.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 100.0.4896.127,,,2022-05-03 12:40:30,2022-05-03 12:40:32,2.316s,PASSED
maximizeWindow(),Chrome 100.0.4896.127,,,2022-05-03 12:40:32,2022-05-03 12:40:33,0.241s,PASSED
delay(1),Chrome 100.0.4896.127,,,2022-05-03 12:40:33,2022-05-03 12:40:34,1.007s,PASSED
"setText(findTestObject(""001-Log-in/Username field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 12:40:34,2022-05-03 12:40:36,2.671s,PASSED
"setText(findTestObject(""001-Log-in/Password field""), ""admin"")",Chrome 100.0.4896.127,,,2022-05-03 12:40:36,2022-05-03 12:40:37,0.953s,PASSED
"click(findTestObject(""001-Log-in/Log-in button""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-05-03 12:40:37,2022-05-03 12:40:38,0.653s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-124/FCSCMS-488(User is able to click User and Account Management option from the left navigation panel),Chrome 100.0.4896.127,,,2022-05-03 12:40:38,2022-05-03 12:41:13,34.728s,PASSED
"click(findTestObject(""Admin/Sprint 4/FCSCMS-122/User Account Management""))",Chrome 100.0.4896.127,,,2022-05-03 12:40:39,2022-05-03 12:41:13,33.746s,PASSED
,,,,,,,
Test Cases/Sprint 4/FCSCMS-124/FCSCMS-489(Admin user is able to click Edit button),Chrome 100.0.4896.127,,,2022-05-03 12:41:13,2022-05-03 12:44:46,3m - 32.783s,PASSED
