Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FCSCMS-416,Chrome 100.0.4896.127,User should be prompt after clicking yes button,,2022-04-26 21:26:41,2022-04-26 21:29:32,2m - 51.894s,FAILED
,,,,,,,
Test Cases/Log-in/Log-in- 1,Chrome 100.0.4896.127,Log-in,,2022-04-26 21:26:41,2022-04-26 21:26:55,13.909s,PASSED
"openBrowser("""")",Chrome 100.0.4896.127,,,2022-04-26 21:26:42,2022-04-26 21:26:46,4.356s,PASSED
"navigateToUrl(""https://nexterus-tst.outsystemsenterprise.com/FusionCenter/Login"")",Chrome 100.0.4896.127,,,2022-04-26 21:26:46,2022-04-26 21:26:49,2.445s,PASSED
maximizeWindow(),Chrome 100.0.4896.127,,,2022-04-26 21:26:49,2022-04-26 21:26:49,0.255s,PASSED
delay(2),Chrome 100.0.4896.127,,,2022-04-26 21:26:49,2022-04-26 21:26:51,2.123s,PASSED
"setText(findTestObject(""001-Log-in/Username field""), ""admin"")",Chrome 100.0.4896.127,,,2022-04-26 21:26:51,2022-04-26 21:26:53,2.137s,PASSED
"setText(findTestObject(""001-Log-in/Password field""), ""admin"")",Chrome 100.0.4896.127,,,2022-04-26 21:26:53,2022-04-26 21:26:54,1.047s,PASSED
"click(findTestObject(""001-Log-in/Log-in button""), STOP_ON_FAILURE)",Chrome 100.0.4896.127,,,2022-04-26 21:26:54,2022-04-26 21:26:55,0.634s,PASSED
,,,,,,,
Test Cases/Sprint 3/FCSCMS-65/FCSCMS-416,Chrome 100.0.4896.127,User should be prompt after clicking yes button,,2022-04-26 21:26:55,2022-04-26 21:29:32,2m - 37.356s,FAILED
"click(findTestObject(""Sprint 3/FCSCMS-58/FCSCMS-407,462/User Account Management""))",Chrome 100.0.4896.127,,,2022-04-26 21:26:56,2022-04-26 21:27:31,34.857s,PASSED
"click(findTestObject(""Sprint 3/FCSCMS-58/FCSCMS-410/Add New User""))",Chrome 100.0.4896.127,,,2022-04-26 21:27:31,2022-04-26 21:28:01,30.488s,PASSED
"click(findTestObject(""Sprint 3/FCSCMS-65/FCSCMS-416/Create User_Save""))",Chrome 100.0.4896.127,,,2022-04-26 21:28:01,2022-04-26 21:28:32,30.307s,PASSED
"verifyElementNotVisible(findTestObject(""Sprint 3/FCSCMS-65/FCSCMS-416/Create new user confirmation message""))",Chrome 100.0.4896.127,,,2022-04-26 21:28:32,2022-04-26 21:29:32,1m - 0.773s,FAILED
